0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
40,121,0,283,0,245,176,207,168,89,130,0,0,0,67,175,143,56,0,19,100,152,182,63,260,0,0,107,188,109,0,31,32,153,194,35,0,0,0,6
